id_cliente,nome,data_nascimento,cpf,estado,data_cadastro
f75456f4-e294-4a86-b77e-b746ec56e9aa,Rebeca da Costa,1990-05-06,423.798.619-64,PA,2025-07-28
3c2894b0-a6a8-4584-a04a-3fb220cc0906,Sr. Raul Gonçalves,1944-03-18,350.630.829-12,SC,2024-11-16
b3f0635e-4ac9-4b4b-b86e-a7b4b86099ab,Dr. Arthur Miguel Viana,1954-03-27,042.025.147-13,AL,2025-11-23
6250b2f1-4850-4f30-94ea-1bf4d079044f,Antony Cardoso,1998-05-23,639.685.248-80,RN,2025-06-06
c046d074-bc27-4c95-aa45-4127db0e0961,Lorena Cavalcante,1936-12-05,181.874.225-66,RO,2026-02-02
c0565a1d-f745-41b1-a379-6cba62a173cd,Ravy da Luz,1992-01-24,046.150.150-56,RR,2025-07-17
cd215ba7-d4cb-4223-abb0-544a4190511d,Sra. Carolina Pereira,1982-08-20,391.599.110-13,MA,2025-04-22
03f6820a-0a96-4d10-ba5e-8a3136b538d3,Ana Sampaio,2005-09-25,914.801.104-10,AL,2025-10-20
d2920cc6-ab93-49b6-80d5-3e6ed26b58b7,Cecilia Dias,1992-10-13,451.600.695-20,ES,2025-10-04
831e28ca-00fa-4bd9-a75e-9d0997de6a95,Ana Clara Casa Grande,1959-06-21,034.474.876-76,SE,2024-11-18
3a5c2f36-dbd8-44b6-883c-edf2d9091c09,Cauã da Cunha,1943-07-25,671.729.354-95,MA,2025-08-28
f2b490dd-7266-4256-81c3-e2e460474e50,Hellena Teixeira,1999-08-13,315.812.943-63,BA,2024-11-02
d76185d3-b083-4b8e-9b73-56684e5d0c7a,Juan Silva,1985-04-01,911.372.757-70,RJ,2025-04-19
af287b3b-15bb-40a7-a890-2cbc4b817f4c,Theodoro Sousa,1962-12-18,620.751.925-56,PE,2025-07-20
d76d3a6c-ffc6-4199-8d75-ee93fb9edc27,Ana Cecília Montenegro,2005-11-23,292.997.099-06,RS,2025-06-02
746380c2-e125-4475-a5d1-02ba7cd8570e,Valentim Pires,1980-06-26,741.863.428-35,RN,2024-11-12
9b68c01c-8f9e-46f6-820e-f95ecf237e52,Sara da Luz,2002-12-13,950.282.438-28,RN,2026-03-06
a6a2899e-2d4a-4ca1-9e3e-691335ddd2c1,Sra. Mirella Macedo,1973-02-16,933.725.854-87,PA,2025-04-26
57333971-cd22-425a-90b7-5c7f67211280,João Felipe Sousa,1953-12-09,930.863.652-97,MA,2026-05-18
3eb18113-5c8c-4a8b-b344-00915a7af4d2,Daniel da Paz,1949-12-03,994.484.869-17,PE,2025-05-22
1bbff055-c833-484d-a092-998417a307f0,Lucas Pires,1960-07-01,224.226.769-19,RS,2025-04-19
b9a851b8-c951-43cc-9925-199df3bbcd28,Bárbara Melo,1952-10-17,437.799.084-82,BA,2026-07-12
e3409961-eb36-452d-ac47-a996725069cd,Elisa Araújo,1960-10-04,831.830.654-48,RN,2024-12-26
bf811af1-d725-4601-a9e2-4ca2d8c595bb,Alícia Caldeira,1938-06-02,123.649.646-74,PI,2025-07-22
7913445a-77f3-4d7b-9a9a-135df39407cb,Kaique Peixoto,1957-03-04,523.829.074-44,RJ,2025-06-18
547a2826-27a1-4c8c-9135-7c5afebedcce,Srta. Heloisa Borges,2005-05-18,419.607.760-77,PR,2025-12-16
ca7d5f19-e3c6-4942-a85f-1bb9242f0aef,Enzo Gomes,1968-03-18,977.215.000-52,PA,2024-08-28
cd3f793f-613b-4a30-b94d-ce2ebaebb56f,Dr. Thomas Fonseca,1988-08-16,182.406.659-15,SE,2025-03-14
1b4d8a91-fed1-47f1-b498-f1345a3db391,Theodoro Melo,1991-02-21,870.277.754-23,MG,2025-05-13
af36c65d-937a-422d-8d30-4c35cfa38d65,Maitê Campos,2006-11-23,836.226.894-08,AC,2026-02-03
c3d2a120-2294-4c64-95f0-150e89a134f3,Marcela Leão,1949-04-28,531.262.809-10,MS,2026-03-24
f7794ee3-5522-4d87-9841-1f5073f6881a,Maria Júlia Porto,1993-06-25,221.326.359-15,GO,2024-12-30
28e4c1e4-cb04-4520-8e98-ab2b582bf0dc,Sra. Natália Vasconcelos,1973-01-31,312.029.632-43,AL,2024-12-23
8ae23d0e-93e6-4ded-ba55-5aa731d83532,Manuella Rocha,1993-04-21,561.762.631-90,RJ,2024-12-13
4c4e4b70-38f5-4aae-b795-1d5ead0220a8,Giovanna Rocha,1994-02-28,153.402.003-48,MA,2026-04-22
abd854c9-7351-4dfa-8226-a06d9a0a8008,Danilo Vargas,1957-04-18,772.090.357-70,RN,2025-02-01
ce48cb8f-ef49-48e8-b62d-24745358fff8,Maria Eduarda Porto,2005-06-03,404.214.151-35,PA,2024-09-27
5a10d656-8a09-4d68-9ad9-1b5aafd9cdb2,Mathias Leão,1961-02-22,139.568.692-68,RS,2025-02-17
915b4183-99a8-4048-9fc7-a003c7187416,Felipe Castro,1956-12-08,495.344.688-78,RN,2025-02-14
930586a7-969c-4ff5-a60e-ff90b411151f,Bella Fernandes,1969-09-05,906.864.565-81,CE,2024-12-04
c275b1e2-9dc6-43c3-9835-c1e68aea0f14,Rebeca Silveira,1961-01-07,602.994.012-30,MS,2026-05-24
e9d07682-47a4-47e7-a052-1336b3a7e9ff,Sr. Murilo Rezende,1960-04-23,421.695.735-09,AL,2025-04-02
7f538602-951a-4451-9b86-9e310a608bd4,Davi Lucas Oliveira,1940-10-05,311.323.880-37,BA,2025-05-07
6a0c599e-1088-49e3-bea6-7c6368e6f9e1,Emanuelly da Cunha,1974-04-03,339.837.001-25,MS,2024-09-24
8d60e4f1-e0c2-46bb-916a-eebdc658a56c,Ana Laura Pacheco,1947-03-21,139.260.335-09,DF,2024-11-26
2762cf1d-e880-448f-b2e4-e18e2c341b0d,Lucas Rocha,1974-04-09,528.942.193-12,MS,2025-02-21
6bb0e727-dfac-4128-b4fd-876ba1bc334e,Leandro Aparecida,1962-01-17,124.270.427-88,DF,2026-03-03
62a0029a-c902-409f-8eae-da5a0d411b28,Maria Helena da Rocha,1944-07-20,863.841.545-92,GO,2025-03-09
14d183a9-9ff0-4e8a-b03a-6395ef9c88b6,Sr. Luiz Felipe Peixoto,1975-03-11,556.161.117-64,PA,2026-06-24
fd54feac-02a4-45b2-9253-65e180d74bc3,Amanda Peixoto,1957-11-11,420.461.697-56,RJ,2026-05-06
7120ab10-1014-4390-ad47-d41787858ac5,Erick Duarte,1957-08-02,972.904.849-01,RS,2025-05-10
482280c0-513a-4f2b-9e73-e52f0f506891,Melissa Pacheco,1993-04-30,547.887.001-62,SC,2025-06-18
323e3ca8-5fab-4c64-90c3-eb7078751ffd,Lucas Gabriel Azevedo,1960-06-28,042.973.601-50,MT,2026-02-21
467b28cf-17e7-4169-a822-df302d21e079,Pedro Miguel Araújo,1963-09-02,467.728.920-55,RN,2026-01-02
bdaf38f1-f960-4c97-b715-d89365283e07,Dr. Lucas Gabriel Sales,1960-01-03,503.940.380-18,PB,2025-04-02
375c7e88-8c3f-4c3e-91d1-f8e3d86b5401,Maria Liz Farias,1988-01-07,793.722.260-63,MA,2025-08-07
8ba66dbb-cd52-495a-9d47-8f7f7c4893d6,Daniel Correia,1990-01-05,072.380.135-81,RR,2026-04-08
192d97d0-8848-4d86-aae7-44b8aa014ae9,Maria Flor Pastor,1971-12-31,020.016.013-04,MG,2025-04-26
5dbb120e-6e40-46ec-96b9-4e2e18a9c480,Alícia Fonseca,1940-04-30,075.504.643-94,BA,2025-06-29
dfa02cf6-4025-4c4d-b935-1572008b8084,Milena da Paz,1982-01-26,255.661.884-61,TO,2025-07-10
e7e7138c-5b1b-455e-b581-5be07a31ed6a,Sarah Andrade,1972-06-27,276.451.911-03,AL,2026-02-09
18e900f0-79a2-4afd-a344-5c5916eba4d4,Sra. Alexia Correia,2006-01-17,102.731.105-06,MS,2026-05-11
a44bdc1d-4fc0-40b6-a661-5d96ff99f21a,Ian Gomes,1951-09-08,794.282.408-20,AP,2026-01-23
b6e7899d-b528-4de4-8913-2aed04a53825,Thiago Casa Grande,1939-12-25,156.501.906-69,MT,2024-11-28
d95d5814-40ba-449e-902e-6a907933be66,Sr. Vinícius Rios,1999-05-20,239.680.576-55,RO,2026-05-19
66ae0414-0227-46f8-adee-1ddf205aa562,Milena Silva,1962-05-19,003.289.392-13,RR,2025-05-17
3196e25f-efce-4911-aa7e-7d1b257addf8,José Novais,1993-05-03,419.608.270-92,RN,2025-11-22
d457f10e-2004-4fa8-9b0a-2adb707e9328,Sarah Jesus,1990-12-07,114.315.574-56,SC,2025-06-23
003cb7a7-5fd6-41ef-bc8e-5bb5dd851e3f,Ravi Lucca Rezende,1951-10-23,646.074.488-82,MG,2025-08-14
6ebf990e-0190-4aaa-a521-fcab1acf0b5c,Cauã Teixeira,1941-04-10,922.259.067-59,PA,2024-09-17
83a2f57c-f5f8-4e37-8fc7-beaf27bc7ad9,Sr. Thomas Jesus,1984-09-23,097.862.535-16,MA,2025-09-21
f2e29ebe-0c39-4e30-be18-770db183aea6,Ana Lívia Nascimento,1978-01-13,056.109.691-79,PA,2025-08-29
b0e06dda-ce9b-4527-bef9-7eaf8dee58a6,Elisa Cassiano,1993-12-11,375.399.491-49,RR,2026-03-28
2ced8d0e-8335-4dee-88c3-f52336cc249c,Brayan Aparecida,1987-03-03,924.975.615-96,MG,2024-08-29
413e25c0-9354-4da0-9c0b-4a3a23f8fea6,Sra. Stephany Albuquerque,1994-09-22,859.091.277-91,PA,2025-01-28
6f4780ab-50ee-4f1f-9d14-17928f7e76ff,Maria Julia Sousa,2000-12-12,817.829.934-14,GO,2025-02-17
5929195a-e274-4a18-a798-0fa96fe25914,Lucas Gabriel Marques,1986-06-05,183.626.100-63,DF,2026-01-16
539cdbf1-4693-47b0-b9bf-bf841acf0c65,Guilherme Abreu,2000-03-29,737.853.347-73,BA,2025-03-07
140bebac-ff90-4a98-bd79-c350354d75fb,Dr. Levi Sampaio,1941-11-23,139.299.356-03,BA,2026-06-06
00423d0c-39a4-4ecd-9d01-a1da3362835a,Lunna da Mota,1953-01-17,597.478.155-97,RS,2025-12-08
188f2510-8190-4111-b075-9be2f812b2bb,Isadora Rodrigues,1980-08-23,952.386.652-24,CE,2025-05-13
ddc40374-8c96-445a-8891-4cc63fc25c69,Levi Rios,1954-11-26,855.203.350-43,TO,2026-01-29
bb31e785-eaf4-43b4-acda-3ef2773bd2e3,Marcelo Porto,1940-03-04,060.912.273-53,TO,2024-11-10
0bc9c0c6-f600-4262-997f-6b6e5599bcf5,Igor Rocha,1989-04-30,434.138.124-02,SC,2026-05-30
38e853fc-e936-4df0-9073-9f70a367700c,Fernanda Jesus,1947-11-30,859.018.744-14,DF,2025-12-17
7a05ddd5-a827-41d1-b84f-7f2c83d19702,Vinicius Peixoto,1963-11-24,001.430.134-25,PE,2025-08-09
eaa4cb53-f8e0-4945-b1ec-551029e9c104,Ana Júlia Novaes,1961-07-24,029.298.318-61,PB,2025-07-21
2b02f1d0-115c-4056-9750-311450b4f89d,Maria Laura Pereira,1962-02-10,849.279.552-23,RS,2024-12-18
967ebfa0-465d-42d4-9d17-52193a4cc424,Enzo da Mata,1952-09-06,752.794.301-81,SE,2026-01-15
91ec54d3-8559-4fa8-9dc9-3e6205f70762,Antony Mendes,1936-07-18,125.267.984-50,MT,2026-01-06
22f83dcc-e7a6-4b26-b4bb-7e92dbfeb0ed,Luiz Otávio Sousa,1968-08-25,546.106.025-46,MT,2026-08-16
0297a780-6084-4565-8cb6-168af32cc2c6,Thiago Lopes,1969-11-19,883.921.587-12,MA,2025-09-14
bebf8226-52c1-424a-9184-c3d303919831,Luiz Fernando Borges,1942-01-18,323.305.040-68,RO,2026-03-22
463cbf1d-b10c-4ea9-879b-1aa574e7e1aa,Davi Santos,1984-10-19,012.249.636-09,DF,2025-04-07
32022204-ef39-4472-993c-7eec62d3d06e,Sophie Oliveira,1951-11-09,225.675.095-39,CE,2024-09-19
cb4975ee-b478-440a-bc23-6c1652734045,Davi Cunha,1969-04-28,647.865.001-00,AP,2024-12-22
5d7ab74e-0177-4912-bae7-927259120528,Dra. Clara Rocha,1937-07-31,742.305.394-07,RO,2025-05-06
cebfe837-e2c4-442d-b020-8b030a7c5eee,Pietro Alves,1957-07-04,002.740.458-96,PR,2024-12-01
5f8fbd01-f8dc-4a51-a1de-8641097c8cbd,Luiz Gustavo Pires,1971-05-25,812.862.464-52,RR,2025-09-28
46508c5b-878b-4a76-9d80-6132e4870cb0,Carlos Eduardo Aragão,1965-03-23,702.906.345-11,SE,2025-07-04
b927fcbe-197d-480e-b45a-7f197d1aaf6a,João Miguel Rios,1978-03-05,886.049.958-54,MS,2026-02-10
cfbc6d4e-ae7a-4f26-86c0-4448899bf193,Ísis Vargas,2005-04-04,191.350.558-99,BA,2025-08-04
b5e5c9eb-fc52-4e30-bce5-e7ceaab0f1b1,Ana Júlia Vargas,2000-01-30,822.793.459-98,RO,2026-03-29
45571181-fb82-4592-9f7c-8ac8a687deb4,Isabel Pereira,1992-08-17,617.666.887-34,PR,2024-11-26
b41e0f7a-122c-4ea0-b3c6-16c391f53928,Guilherme Ribeiro,1967-11-22,205.349.201-10,MG,2025-07-31
ec15f0b5-d251-4bd1-844d-014ac408a4d5,José Pedro Rodrigues,1969-02-02,300.204.386-46,RO,2025-01-11
19b2958c-35d7-4315-aa3d-16c0cf7855a9,Heloísa da Paz,1966-11-25,272.809.764-11,AM,2024-11-28
17544d86-2976-4913-9dbb-aeb18aa1c042,Miguel Pires,1984-03-27,297.195.700-74,RR,2026-08-03
095ddd1f-b369-40a9-ada9-418b38663039,Isis Ramos,1994-06-28,752.474.082-96,MG,2026-08-12
62b63978-93ea-4762-8af6-a1d86bc12330,João Lucas Teixeira,2003-05-03,988.499.550-21,PE,2026-01-09
adf85deb-abf6-4b7d-a64c-eddd729d9a7c,Camila Sousa,2007-09-25,366.009.718-58,RS,2026-08-22
bef401a0-6a05-4eda-b18d-7d68879a481a,Luiz Felipe das Neves,1943-07-20,896.792.788-65,MG,2026-06-22
c9f5618c-fb75-4abe-aae2-fe04db369cec,Benicio da Cruz,1969-03-04,108.817.004-27,RS,2026-02-26
9d9939ae-f666-46f1-8353-97474dfeaa79,Sra. Luana Casa Grande,2003-09-21,254.333.656-06,ES,2025-02-11
b0726ee0-7f38-4ea3-afa0-6516529a1687,Luiz Miguel Carvalho,1979-02-17,911.215.007-24,SP,2025-10-24
94866898-b89c-42a5-a862-b6e604a4b0a1,Lucas Borges,1960-07-16,023.065.738-87,BA,2026-08-22
634ee269-e159-4b90-82a4-074d5dff682f,Dr. Kaique Freitas,1976-05-15,261.297.460-45,DF,2024-08-23
a5dc321b-ac67-4ee8-824c-a6dc972cebad,Giovanna Dias,2002-04-17,014.030.128-77,MS,2025-05-26
abe27e16-8627-48a9-8b1a-9558ea7be875,Olívia Pimenta,1964-07-25,718.937.719-45,PE,2026-02-09
e7e33584-c13d-4d99-8dcf-314d44c14653,Eloah Pimenta,1990-12-07,513.366.329-02,DF,2024-12-01
155ce000-cb17-40bb-a743-3d257854a117,José da Paz,1967-10-29,046.970.434-85,MG,2025-12-26
baa7baee-56d2-4aff-8f09-53b402f3a6d6,Yago Martins,1980-09-29,734.739.319-12,TO,2025-11-16
bd609629-8720-4236-b310-0c3dbfc81b26,Dra. Isabelly Montenegro,1942-07-21,601.131.440-05,RJ,2026-04-13
5ec17014-56ea-4b99-b122-71f9fd589621,Daniel Rezende,2002-12-27,542.574.532-12,DF,2026-03-07
846a2232-7b3a-4ba4-84c7-e6ff33059671,Alana Costela,1954-04-24,517.665.563-10,DF,2025-01-30
9f71d8b3-0706-4a6c-98eb-8765b386defb,Erick Câmara,1972-03-07,231.412.755-03,CE,2026-03-11
b6269eae-7e53-4b31-adaf-c6c1c12f79be,Vitor Gabriel Alves,1957-05-11,240.749.682-04,AM,2024-10-15
59aebe6d-d702-4e38-870a-3d631509e9a0,Noah Monteiro,1971-07-24,126.641.130-93,SE,2025-03-03
bfd04728-c51a-4421-be82-b2f92eeaad5f,Benício Souza,1967-11-06,982.200.810-74,RN,2025-01-15
7576ea16-2e41-4ba6-86bd-36cf2e6d6b86,Dra. Maria Cecília Freitas,1990-08-31,911.568.331-29,MS,2026-06-16
0830e7e0-56e7-4d28-b14f-502723e6a5e6,Sra. Maria Flor Cassiano,1938-01-03,492.986.800-17,PI,2024-11-20
54e55959-af19-4fe0-bb3b-9c0626f29897,Lavínia Abreu,1964-03-11,758.980.129-46,MA,2026-02-19
80ca502b-7057-40ab-881a-b95f2693217e,Isabelly Pires,1947-01-20,704.730.007-09,SP,2025-05-02
964d04ce-3a03-4caa-8495-c6b552c7f4a8,Gustavo Henrique Farias,1961-11-29,517.810.232-42,TO,2026-03-19
677ee381-d034-4dd9-9c2d-6b289bbeef80,Yan Cunha,1974-08-20,446.381.110-53,SC,2024-11-15
67e52690-82df-4103-b4cc-b57ed06fa45b,Isabella Alves,1964-03-04,416.566.483-82,DF,2025-04-12
e187122d-66a9-4301-a3f6-f89e3a9bacd8,Srta. Pietra Dias,1957-02-15,771.519.127-65,AC,2026-07-15
1f335154-b1d8-459a-9a4e-3a327e9c7e3e,Lavínia Casa Grande,1955-10-03,888.129.712-35,ES,2026-06-22
16fbaf98-2a74-4ccf-a9a3-f8c1442d3412,Vitor Hugo da Cunha,1968-11-16,898.174.139-01,PB,2024-09-09
63008c32-b9ef-4f7f-afb5-44e3cec0b397,Luna Cassiano,1953-01-03,600.800.885-76,DF,2026-08-15
f5e29aff-38eb-4cd0-8820-43eab438443e,Maria da Paz,1951-05-06,419.203.756-64,RN,2024-10-14
9f9a0882-09db-48bd-b566-5560459ba46b,Gustavo da Cruz,1946-12-05,007.450.960-94,RO,2026-01-02
296c7b64-db1e-4b58-bfc9-ab6edd70a7bb,José Pedro Pastor,1955-11-03,234.279.664-21,RJ,2025-03-07
a15b7288-f83c-44fc-9112-86b91e6a046e,Julia Cavalcanti,1967-12-08,083.321.315-91,BA,2024-12-04
00e523ba-0024-4557-85d6-ab07bec319e6,Apollo Abreu,1979-04-06,702.916.597-28,AM,2026-04-10
fada50aa-bb0d-4ede-b2e2-dbf7a2b27855,Dra. Olivia da Rosa,1973-04-26,466.100.810-22,SC,2025-12-21
32ce4ec5-ebf0-4a96-bff8-84232c310328,Asafe Lima,1970-09-16,540.352.305-93,PR,2024-08-26
3d4db384-b85a-45a2-b2be-3210dfd912a0,Noah Pastor,1966-12-31,834.077.414-97,AL,2026-03-21
b04bee28-8337-47e1-ac1f-339b51cd86a3,Sra. Sofia da Cunha,1986-10-27,290.799.718-04,AP,2026-06-04
82140a5e-d260-4c1a-915c-bbfc365a4167,Thomas Silva,2001-12-25,462.521.538-50,SP,2025-09-17
1c9774ba-f636-4b3c-b581-2596ddf4aa3c,Dr. Rodrigo Gonçalves,1939-07-13,813.226.575-08,SE,2026-02-04
c2007d86-227b-4350-ad84-964d0a89e095,Maria Cecília Gomes,2007-01-14,311.563.428-86,AM,2026-04-24
a76008c7-92e9-496a-89cb-e35727dc28c0,Larissa Nascimento,1975-02-03,004.259.457-15,MG,2024-12-14
187a5f7f-64a7-495b-add6-213013b09088,Dr. Lucca Pereira,1998-05-27,123.777.338-91,AM,2025-07-09
ed049596-d3d9-4640-be26-6679eb3bddf4,Theo da Rosa,1947-01-25,901.739.074-33,DF,2025-07-07
66fcdc5f-c606-4ab0-a28d-84de82ce08e7,José Fernandes,1980-12-26,081.572.487-94,RJ,2025-08-14
86416332-1c0c-4537-8899-f68bc801b8cb,Luna Sales,1987-02-18,932.661.629-94,SC,2026-05-15
c05dea45-6dbf-428e-8160-0038fe4a76b0,Diogo Garcia,1988-11-05,437.547.678-15,MT,2025-01-15
380e6516-d461-4a38-9b87-9c11afd225c9,Dr. Liam Cassiano,1966-03-27,423.422.825-72,MG,2024-10-10
f1e1b20b-d0d8-40b6-9f17-0159d07159fe,Levi Borges,1974-09-25,915.924.656-11,PI,2025-11-06
4996cd9d-00a8-49af-bde2-cc9171675288,Ravi Gomes,1943-06-08,748.586.623-93,MG,2024-08-29
0057ab14-f2ac-4652-9b81-1020c105c45e,Yasmin Garcia,1950-02-07,656.190.855-75,PI,2025-10-18
a1a79058-de7d-452e-a1a9-3a741ad27de8,José Pimenta,1969-04-14,324.009.740-12,ES,2025-01-26
8884bfc8-b4db-4fce-b543-d0f104d19a4b,Leandro da Rosa,1945-01-11,674.738.439-38,BA,2025-01-31
4512a399-b65b-43d6-a7f3-19733dd667b2,Renan Andrade,1991-04-20,607.566.815-76,SE,2026-03-11
b464da7a-a148-47f8-b738-a42beb3c34dc,Ísis Pacheco,1983-08-03,784.057.379-47,PE,2026-06-20
81659938-6ec0-4526-b3ab-bc323f8f897c,Ana Beatriz Barros,1985-04-02,311.288.688-78,PR,2026-02-21
6bdeca42-9a72-41c0-bf6d-7ec7415a5be8,Dr. João Lucas Campos,1963-01-03,563.329.799-17,ES,2025-01-22
0d9f38e3-226f-49be-b91e-0ee2c21459d3,Luiz Otávio Oliveira,1982-02-27,514.512.839-30,SE,2025-02-15
9445d4cf-4f85-4482-8ea7-18ceda1cac78,Davi Aragão,1945-09-07,217.156.464-04,PE,2025-07-24
f526eb6f-7520-4210-84af-c707474d0329,Breno Aparecida,1969-07-03,727.840.649-62,RJ,2026-03-27
98beb756-40ae-48af-817e-e1c598a8731c,Enzo Novais,1969-03-03,190.072.359-56,RR,2024-11-11
169dba90-c5e2-43dc-82d2-877eb1b6de68,Sra. Sabrina Aragão,1985-07-09,357.642.832-17,AM,2025-04-08
67f6c347-388d-45dd-b23f-0fbbfdb44d2d,Igor Carvalho,1945-06-15,143.688.581-35,RN,2026-07-29
3582917b-6676-4dfd-b564-07edbea4eebf,Luiz Miguel Ribeiro,1942-03-07,724.741.814-61,RO,2024-10-12
ef2618fc-229e-4635-a028-3cae0aa4d3ff,Enzo Silva,1978-07-30,003.448.839-43,AM,2025-01-15
4e252cbd-453a-424e-ba36-2fc40002aa31,Liam Caldeira,1938-06-02,053.117.713-14,ES,2026-05-19
10827c63-5608-4ff5-80fb-28455d40ad7e,Isabel da Luz,1997-04-22,008.347.391-33,MS,2025-12-02
dc97f7b5-67e5-4001-9694-bf3e6a29fe1b,Sra. Joana da Cruz,1959-02-23,421.239.683-65,BA,2025-04-10
9628ecb5-71a2-48bd-8b11-981a632247e4,Lívia Oliveira,2003-11-02,217.744.800-54,DF,2024-12-14
150e563a-74d9-4452-b37e-83efcb942941,Vicente Caldeira,1938-12-01,069.927.171-58,PB,2025-07-14
4f6d606b-a3be-420e-a96d-e5a70ed3e4ec,Henry Abreu,1969-01-24,241.843.991-23,AC,2026-08-14
d508d89e-ac5a-497d-92fc-f86600a65ad3,Yan Peixoto,1990-10-22,933.887.784-72,AM,2025-03-27
62b1972b-9a40-49c7-ac38-ceb4904a8762,Liz Farias,1976-01-06,926.804.922-25,PB,2026-05-31
36f951b1-fb81-43d6-8fc2-80a14be34a67,Cauê Fernandes,1970-07-17,271.180.078-32,RJ,2025-12-15
171c7321-79fe-4fe4-ace9-e5ab1fe7123d,Jade Cardoso,1950-01-05,567.541.982-39,PA,2026-03-29
f53373e8-c580-4554-9ed9-b07c626b13db,Dra. Isabelly Fogaça,1952-10-10,551.147.104-37,PI,2025-08-21
0ba50cd3-52ab-465d-893c-db7b362d3bac,Sr. Rafael da Mota,1956-04-06,044.614.718-11,ES,2025-04-14
dede0ad5-9359-486c-8201-038675fecf65,Jade Caldeira,1992-05-14,632.084.562-52,AP,2026-06-26
bad85403-bac2-478f-9884-666b26b682c2,Mirella Pinto,1956-11-24,118.237.880-29,MA,2026-04-04
c50a698c-de1b-4cd7-ac86-a0dbe06fe5eb,Ana Beatriz Albuquerque,1983-08-01,861.968.139-33,SC,2026-02-02
c73b344f-7371-4f6a-9e4f-dd1258c4ecd5,Agatha Cavalcanti,1975-06-10,968.667.765-93,MT,2025-04-23
66cc54fe-f68d-48fb-8011-11abc72420c8,Juliana Moreira,1962-07-21,473.323.697-07,RO,2025-11-24
8c3ee340-1fbf-4ed3-9837-868657eb7c80,Anthony Gabriel Costa,1959-02-24,516.781.469-24,AP,2024-09-29
a417c29c-eb00-437a-8e28-b8436eebad9c,Isabella Sales,1981-10-31,391.566.536-05,MS,2025-04-08
00fe9055-882f-4396-8375-80bd59f69485,Sra. Ana Beatriz Silveira,1970-11-21,792.271.872-83,RN,2025-08-18
575f8b0c-6a22-4078-a051-f549a78c83f4,Sophia Campos,1951-01-03,390.845.620-63,SC,2025-03-05
10b970d1-f082-473c-aa8a-a75bb221fb03,Bella Barros,1944-08-07,526.124.441-82,PB,2025-05-10
15b2cb30-c7a1-45e6-9727-badd9ca0c3ec,Dr. Isaac Abreu,1986-09-18,088.651.793-45,PI,2026-07-05
61c7ca7f-fe0f-4b8e-a496-4dfcb025abb8,Dra. Sara da Paz,1940-02-29,897.870.380-22,AL,2025-12-05
6132ff79-b77d-43b9-ae73-758ba243551f,Ana da Costa,1968-12-01,974.396.276-25,SE,2024-12-26
a9e5b9f2-01c0-4a88-989e-06dae3617fbb,Davi Miguel Souza,2001-10-09,361.120.907-74,PR,2024-10-14
d27cf8cd-36bd-41e7-8cf7-cef0531d233b,Helena Marques,2003-01-30,152.911.859-34,AP,2026-05-20
7a1df8ae-bc2c-4554-96ce-a6f5d556d352,Yuri Castro,1936-09-08,726.260.916-33,PA,2024-10-03
f99d0bc9-36f1-4abe-9e21-ff4c39667ba2,Pedro Lucas Vieira,1999-07-02,295.139.493-46,SP,2024-10-27
b39dd74f-b46a-4202-b734-6e55618db442,Bento Costela,1966-10-24,147.824.107-87,AP,2024-09-20
9d60cbf0-dd6d-42e1-959c-d08df46a45df,Ágatha Moura,1967-05-01,341.482.929-95,AL,2024-09-14
8e68c89f-8cec-48a7-9155-8989464ac8cb,Sabrina Pimenta,1958-04-18,420.965.851-65,AC,2024-11-13
7b2752b2-6f40-4a00-bcb9-11a87bf8b926,Maysa Pires,1947-09-02,110.048.740-14,PI,2025-06-19
0fd6e110-b3dc-4334-8ad3-fb3960839a39,Sophia Silva,1960-08-21,948.063.782-42,PR,2024-10-03
8e39b191-fcd7-4b25-92be-c69fabdbd0ad,Mariane Castro,1943-05-17,499.857.950-13,ES,2024-09-16
320750a1-99ca-4f52-a34a-5fb228298e84,Heitor Pastor,2005-04-02,003.558.325-28,RO,2025-03-20
d7080ef5-5bad-4444-994a-ba34a27b622d,Sr. José Pedro Barros,2005-04-17,508.311.547-58,RO,2026-03-07
9ae0efa1-0fe9-4cd9-b721-7d198bd1d931,Maria Eduarda Pastor,1953-03-22,454.964.224-23,PA,2025-06-10
57e1d737-31b8-4e27-93cf-73dff9f0ba37,Larissa Jesus,1936-01-25,444.690.269-31,RN,2024-12-18
371db926-ac97-478f-98b0-ca5b575936fd,Sr. Isaque Alves,1944-02-01,176.735.228-58,ES,2025-08-16
24f2b1ce-20ec-4806-b1e4-d5fcda7feb1f,Levi Silva,1944-11-12,789.880.655-80,PE,2026-07-09
51d5fa14-813a-4ae9-bee6-ae04b7e98830,Sra. Maria da Mata,1966-04-04,415.586.033-64,GO,2025-04-01
ea1e6319-74d5-4653-b6ba-b0abeea5b256,Davi Lucas Pacheco,1969-03-31,860.501.599-32,PI,2025-04-14
a5b4870d-6f36-4390-8663-16bfbb9b67b7,Agatha Sousa,1987-10-01,498.142.426-45,SC,2025-08-26
3df619cc-5bc8-4574-b1f7-4eb1fc7ab77e,Alice Lima,1966-04-20,295.172.066-49,RS,2025-02-02
e47e2ebd-9c05-4a22-829a-f73a9c694577,Bárbara Pastor,1966-10-22,503.446.800-91,PE,2026-07-25
6d6b0255-bc2e-41bd-b913-7b56a979a873,Eloá Alves,1969-09-20,867.681.240-36,DF,2026-05-24
